ma_khach_hang,ma_san_pham,ten_san_pham,diem_trung_binh,Rating
3474,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.964381217956543
3474,343100029,Nước Tẩy Trang B.O.M Từ 8 Loại Trà Làm Sạch Da 500ml,4.9,4.980204105377197
3476,308500001,Sữa Rửa Mặt Naruko Dạng Bùn Tràm Trà 120ml,4.9,4.927821159362793
3476,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.964381217956543
3476,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.964381217956543
3476,343100029,Nước Tẩy Trang B.O.M Từ 8 Loại Trà Làm Sạch Da 500ml,4.9,4.980204105377197
3476,293500010,Gel Rửa Mặt SVR Dành Cho Da Nhạy Cảm 200ml,5.0,4.967473030090332
3477,293500010,Gel Rửa Mặt SVR Dành Cho Da Nhạy Cảm 200ml,5.0,4.975098609924316
3477,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,5.041322708129883
3477,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,5.041322708129883
3477,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,5.019530296325684
3477,343100024,Kem Chống Nắng B.O.M Nâng Tông Dịu Nhẹ 50ml,4.8,4.986377716064453
3478,308500001,Sữa Rửa Mặt Naruko Dạng Bùn Tràm Trà 120ml,4.9,4.927821159362793
3478,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.964381217956543
3478,343100029,Nước Tẩy Trang B.O.M Từ 8 Loại Trà Làm Sạch Da 500ml,4.9,4.980204105377197
3478,293500010,Gel Rửa Mặt SVR Dành Cho Da Nhạy Cảm 200ml,5.0,4.967473030090332
3478,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.964381217956543
3479,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.964381217956543
3479,293500010,Gel Rửa Mặt SVR Dành Cho Da Nhạy Cảm 200ml,5.0,4.967473030090332
3479,308500001,Sữa Rửa Mặt Naruko Dạng Bùn Tràm Trà 120ml,4.9,4.927821159362793
3479,343100029,Nước Tẩy Trang B.O.M Từ 8 Loại Trà Làm Sạch Da 500ml,4.9,4.980204105377197
3479,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.964381217956543
3480,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.93415355682373
3480,343100029,Nước Tẩy Trang B.O.M Từ 8 Loại Trà Làm Sạch Da 500ml,4.9,4.978938102722168
3480,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.971925258636475
3480,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.971925258636475
3480,293500010,Gel Rửa Mặt SVR Dành Cho Da Nhạy Cảm 200ml,5.0,4.98143482208252
3481,293500010,Gel Rửa Mặt SVR Dành Cho Da Nhạy Cảm 200ml,5.0,4.967473030090332
3481,343100029,Nước Tẩy Trang B.O.M Từ 8 Loại Trà Làm Sạch Da 500ml,4.9,4.980204105377197
3481,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.964381217956543
3481,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.964381217956543
3481,308500001,Sữa Rửa Mặt Naruko Dạng Bùn Tràm Trà 120ml,4.9,4.927821159362793
3483,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.723785877227783
3483,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.982203006744385
3483,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.723785877227783
3483,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.622869491577148
3483,422209042,Gel Rửa Mặt Swiss Image Cho Da Hỗn Hợp Và Dầu Mụn 200ml,5.0,4.656007766723633
3484,422218132,Combo 2 Sữa Chống Nắng Sunplay Bảo Vệ Vượt Trội 30g,4.9,4.286519527435303
3484,422219308,Combo 2 Sữa Chống Nắng Sunplay Bảo Vệ Vượt Trội 70g,4.9,4.296589374542236
3484,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,4.292673587799072
3484,422212361,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Sữa 50g,5.0,4.295695304870605
3484,422207629,Kem Giảm Mụn Acnes Chuyên Sâu 10g,4.9,4.293086051940918
3486,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.982203006744385
3486,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.723785877227783
3486,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.723785877227783
3486,422209042,Gel Rửa Mặt Swiss Image Cho Da Hỗn Hợp Và Dầu Mụn 200ml,5.0,4.656007766723633
3486,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.622869491577148
3487,422209042,Gel Rửa Mặt Swiss Image Cho Da Hỗn Hợp Và Dầu Mụn 200ml,5.0,4.656007766723633
3487,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.723785877227783
3487,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.723785877227783
3487,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.622869491577148
3487,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.982203006744385
3488,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.723785877227783
3488,422209042,Gel Rửa Mặt Swiss Image Cho Da Hỗn Hợp Và Dầu Mụn 200ml,5.0,4.656007766723633
3488,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.723785877227783
3488,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.982203006744385
3488,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.622869491577148
3489,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.622869491577148
3489,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.723785877227783
3489,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.723785877227783
3489,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.982203006744385
3489,422209042,Gel Rửa Mặt Swiss Image Cho Da Hỗn Hợp Và Dầu Mụn 200ml,5.0,4.656007766723633
3490,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.723785877227783
3490,422209042,Gel Rửa Mặt Swiss Image Cho Da Hỗn Hợp Và Dầu Mụn 200ml,5.0,4.656007766723633
3490,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.723785877227783
3490,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.622869491577148
3490,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.982203006744385
3491,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.622869491577148
3491,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.723785877227783
3491,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.982203006744385
3491,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.723785877227783
3491,422209042,Gel Rửa Mặt Swiss Image Cho Da Hỗn Hợp Và Dầu Mụn 200ml,5.0,4.656007766723633
3492,422209042,Gel Rửa Mặt Swiss Image Cho Da Hỗn Hợp Và Dầu Mụn 200ml,5.0,4.656007766723633
3492,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.723785877227783
3492,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.622869491577148
3492,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.982203006744385
3492,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.723785877227783
3494,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.723785877227783
3494,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.622869491577148
3494,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.982203006744385
3494,422209042,Gel Rửa Mặt Swiss Image Cho Da Hỗn Hợp Và Dầu Mụn 200ml,5.0,4.656007766723633
3494,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.723785877227783
3495,422202153,Nước Tẩy Trang Nivea Dưỡng Sáng Da 400ml,4.8,4.112534046173096
3495,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,4.210761547088623
3495,225300002,Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 40ml,4.0,4.993062973022461
3495,225300001,Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 150ml,4.0,4.967147827148438
3495,422202151,Nước Tẩy Trang Nivea Ngăn Ngừa Mụn 400ml,4.8,4.180635452270508
3498,225300002,Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 40ml,4.0,4.995718479156494
3498,225300001,Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 150ml,4.0,4.980041980743408
3498,422202151,Nước Tẩy Trang Nivea Ngăn Ngừa Mụn 400ml,4.8,4.149840831756592
3498,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,4.211966037750244
3498,331300017,Sữa Rửa Mặt Curél Dạng Bọt Dành Cho Da Dầu 150ml,4.5,4.09168004989624
3499,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,4.908847808837891
3499,225300002,Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 40ml,4.0,4.969648361206055
3499,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,5.007425785064697
3499,422211548,Combo 2 Kem Dưỡng Olay Luminous Sáng Da Mờ Thâm Nám Ban Đêm 50g,4.8,4.895779609680176
3499,206400019,Kem Dưỡng Olay Luminous Sáng Da Mờ Thâm Nám Ban Đêm 50g,4.8,4.893661499023438
3500,422202151,Nước Tẩy Trang Nivea Ngăn Ngừa Mụn 400ml,4.8,4.180635452270508
3500,225300002,Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 40ml,4.0,4.993062973022461
3500,225300001,Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 150ml,4.0,4.967147827148438
3500,422202153,Nước Tẩy Trang Nivea Dưỡng Sáng Da 400ml,4.8,4.112534046173096
3500,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,4.210761547088623
3501,225300002,Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 40ml,4.0,4.948607921600342
3501,422202151,Nước Tẩy Trang Nivea Ngăn Ngừa Mụn 400ml,4.8,4.993042945861816
3501,206200037,Nước Tẩy Trang Nivea Ngăn Ngừa Mụn 200ml,4.8,4.958199024200439
3501,422202153,Nước Tẩy Trang Nivea Dưỡng Sáng Da 400ml,4.8,4.982190608978271
3501,100190183,Nước Tẩy Trang Nivea Kiểm Soát Nhờn 200ml,4.8,4.896088123321533
3502,225300001,Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 150ml,4.0,4.967147827148438
3502,225300002,Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 40ml,4.0,4.993062973022461
3502,422202151,Nước Tẩy Trang Nivea Ngăn Ngừa Mụn 400ml,4.8,4.180635452270508
3502,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,4.210761547088623
3502,422202153,Nước Tẩy Trang Nivea Dưỡng Sáng Da 400ml,4.8,4.112534046173096
3503,225300001,Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 150ml,4.0,4.961872577667236
3503,206200037,Nước Tẩy Trang Nivea Ngăn Ngừa Mụn 200ml,4.8,3.575730085372925
3503,422202151,Nước Tẩy Trang Nivea Ngăn Ngừa Mụn 400ml,4.8,3.69301176071167
3503,422202153,Nước Tẩy Trang Nivea Dưỡng Sáng Da 400ml,4.8,3.610447645187378
3503,225300002,Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 40ml,4.0,4.956172943115234
3504,422201504,Nước Tẩy Trang Bí Đao Cocoon Làm Sạch & Giảm Dầu 500ml,4.9,4.392308712005615
3504,386000015,"Mặt Nạ Mắt JMsolution Ngọc Trai Mờ Quầng Thâm, Nếp Nhăn 90g",4.8,4.892085552215576
3504,249500011,Sữa Chống Nắng Sunplay Bảo Vệ Vượt Trội SPF81 PA++++ 70g,4.9,4.397459983825684
3504,308500001,Sữa Rửa Mặt Naruko Dạng Bùn Tràm Trà 120ml,4.9,4.465259552001953
3504,386000014,"Mặt Nạ Mắt JMsolution Mật Ong Mờ Quầng Thâm, Nếp Nhăn 90g",4.8,4.916839122772217
3505,386000015,"Mặt Nạ Mắt JMsolution Ngọc Trai Mờ Quầng Thâm, Nếp Nhăn 90g",4.8,4.957329273223877
3505,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.984880447387695
3505,386000014,"Mặt Nạ Mắt JMsolution Mật Ong Mờ Quầng Thâm, Nếp Nhăn 90g",4.8,4.978347778320312
3505,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.984880447387695
3505,308500001,Sữa Rửa Mặt Naruko Dạng Bùn Tràm Trà 120ml,4.9,4.984766483306885
3506,308500001,Sữa Rửa Mặt Naruko Dạng Bùn Tràm Trà 120ml,4.9,3.914947032928467
3506,386000014,"Mặt Nạ Mắt JMsolution Mật Ong Mờ Quầng Thâm, Nếp Nhăn 90g",4.8,3.969330310821533
3506,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,3.889297008514404
3506,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,3.889297008514404
3506,386000015,"Mặt Nạ Mắt JMsolution Ngọc Trai Mờ Quầng Thâm, Nếp Nhăn 90g",4.8,3.95536732673645
3507,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.984880447387695
3507,386000014,"Mặt Nạ Mắt JMsolution Mật Ong Mờ Quầng Thâm, Nếp Nhăn 90g",4.8,4.978347778320312
3507,386000015,"Mặt Nạ Mắt JMsolution Ngọc Trai Mờ Quầng Thâm, Nếp Nhăn 90g",4.8,4.957329273223877
3507,308500001,Sữa Rửa Mặt Naruko Dạng Bùn Tràm Trà 120ml,4.9,4.984766483306885
3507,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.984880447387695
3508,308500001,Sữa Rửa Mặt Naruko Dạng Bùn Tràm Trà 120ml,4.9,5.215569019317627
3508,358700005,"Mặt Nạ Caryophy Làm Giảm Mụn, Thâm & Dưỡng Ẩm Da 22g",5.0,5.224741458892822
3508,422218905,Mặt Nạ Sur.Medic+ Cung Cấp Multi Vitamin 30g,5.0,5.349889755249023
3508,422201090,"Kem Dưỡng Mắt Sur.Medic+ Giảm Nếp Nhăn, Ngăn Lão Hóa 35ml",4.8,5.369239330291748
3508,422201092,Mặt Nạ Sur.Medic+ Cấp Nước & Cấp Ẩm Chuyên Sâu 30g,5.0,5.371919631958008
3509,422209046,Nước Hoa Hồng Swiss Image Cho Da Hỗn Hợp Và Da Dầu 200ml,5.0,4.063595294952393
3509,251900024,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,4.084696292877197
3509,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.042231559753418
3509,422208238,Tinh Chất B.O.M Vàng 24K Làm Sáng Và Săn Chắc Da 30ml,5.0,4.03038215637207
3509,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.042231559753418
3511,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,5.081015110015869
3511,251900024,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,5.12531566619873
3511,422209046,Nước Hoa Hồng Swiss Image Cho Da Hỗn Hợp Và Da Dầu 200ml,5.0,5.105505466461182
3511,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,5.081015110015869
3511,422208238,Tinh Chất B.O.M Vàng 24K Làm Sáng Và Săn Chắc Da 30ml,5.0,5.068908214569092
3513,422208238,Tinh Chất B.O.M Vàng 24K Làm Sáng Và Săn Chắc Da 30ml,5.0,3.041345357894897
3513,422209046,Nước Hoa Hồng Swiss Image Cho Da Hỗn Hợp Và Da Dầu 200ml,5.0,3.063301086425781
3513,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,3.048609495162964
3513,251900024,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,3.075191020965576
3513,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,3.048609495162964
3514,422209046,Nước Hoa Hồng Swiss Image Cho Da Hỗn Hợp Và Da Dầu 200ml,5.0,5.134015083312988
3514,251900024,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,5.152308940887451
3514,422208238,Tinh Chất B.O.M Vàng 24K Làm Sáng Và Săn Chắc Da 30ml,5.0,5.074936866760254
3514,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,5.152707576751709
3514,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,5.152707576751709
3515,422209046,Nước Hoa Hồng Swiss Image Cho Da Hỗn Hợp Và Da Dầu 200ml,5.0,5.105505466461182
3515,422208238,Tinh Chất B.O.M Vàng 24K Làm Sáng Và Săn Chắc Da 30ml,5.0,5.068908214569092
3515,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,5.081015110015869
3515,251900024,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,5.12531566619873
3515,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,5.081015110015869
3516,251900024,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,3.674036502838135
3516,249500001,Sữa Chống Nắng Sunplay Bảo Vệ Vượt Trội SPF81 PA++++ 30g,4.9,3.594490528106689
3516,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,3.561525821685791
3516,422211231,"Sữa Chống Nắng Acnes Ngăn Ngừa Mụn Cho Da Mụn, Nhạy Cảm 50g",5.0,3.586994647979736
3516,422221764,Serum La Roche-Posay Giảm Thâm Nám & Dưỡng Sáng Da 30ml,4.7,4.982036590576172
3518,422221764,Serum La Roche-Posay Giảm Thâm Nám & Dưỡng Sáng Da 30ml,4.7,4.953046798706055
3518,422207323,Sữa Chống Nắng La Roche-Posay Bảo Vệ Khỏi Tia UVA Dài 50ml,3.7,3.256750822067261
3518,422214672,Sữa Chống Nắng La Roche-Posay Cho Da Dầu Mụn 50ml,3.7,3.265370845794678
3518,251900024,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,3.116959571838379
3518,422211231,"Sữa Chống Nắng Acnes Ngăn Ngừa Mụn Cho Da Mụn, Nhạy Cảm 50g",5.0,3.060084104537964
3519,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,3.561525821685791
3519,422211231,"Sữa Chống Nắng Acnes Ngăn Ngừa Mụn Cho Da Mụn, Nhạy Cảm 50g",5.0,3.586994647979736
3519,249500001,Sữa Chống Nắng Sunplay Bảo Vệ Vượt Trội SPF81 PA++++ 30g,4.9,3.594490528106689
3519,422221764,Serum La Roche-Posay Giảm Thâm Nám & Dưỡng Sáng Da 30ml,4.7,4.982036590576172
3519,251900024,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,3.674036502838135
3520,422211231,"Sữa Chống Nắng Acnes Ngăn Ngừa Mụn Cho Da Mụn, Nhạy Cảm 50g",5.0,3.586994647979736
3520,251900024,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,3.674036502838135
3520,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,3.561525821685791
3520,249500001,Sữa Chống Nắng Sunplay Bảo Vệ Vượt Trội SPF81 PA++++ 30g,4.9,3.594490528106689
3520,422221764,Serum La Roche-Posay Giảm Thâm Nám & Dưỡng Sáng Da 30ml,4.7,4.982036590576172
3521,422221764,Serum La Roche-Posay Giảm Thâm Nám & Dưỡng Sáng Da 30ml,4.7,4.982036590576172
3521,422211231,"Sữa Chống Nắng Acnes Ngăn Ngừa Mụn Cho Da Mụn, Nhạy Cảm 50g",5.0,3.586994647979736
3521,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,3.561525821685791
3521,249500001,Sữa Chống Nắng Sunplay Bảo Vệ Vượt Trội SPF81 PA++++ 30g,4.9,3.594490528106689
3521,251900024,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,3.674036502838135
3522,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,3.561525821685791
3522,251900024,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,3.674036502838135
3522,249500001,Sữa Chống Nắng Sunplay Bảo Vệ Vượt Trội SPF81 PA++++ 30g,4.9,3.594490528106689
3522,422221764,Serum La Roche-Posay Giảm Thâm Nám & Dưỡng Sáng Da 30ml,4.7,4.982036590576172
3522,422211231,"Sữa Chống Nắng Acnes Ngăn Ngừa Mụn Cho Da Mụn, Nhạy Cảm 50g",5.0,3.586994647979736
3523,422211231,"Sữa Chống Nắng Acnes Ngăn Ngừa Mụn Cho Da Mụn, Nhạy Cảm 50g",5.0,3.245365619659424
3523,422207323,Sữa Chống Nắng La Roche-Posay Bảo Vệ Khỏi Tia UVA Dài 50ml,3.7,3.314533710479736
3523,422221764,Serum La Roche-Posay Giảm Thâm Nám & Dưỡng Sáng Da 30ml,4.7,4.958259582519531
3523,422214672,Sữa Chống Nắng La Roche-Posay Cho Da Dầu Mụn 50ml,3.7,3.329241037368774
3523,251900024,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,3.32989501953125
3524,422205819,Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml,4.5,4.966737747192383
3524,422207736,"Mặt Nạ Milaganics Tràm Trà Ngừa Mụn, Se Lỗ Chân Lông 60g",4.8,4.554252147674561
3524,422205820,Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml,4.5,4.991263866424561
3524,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,4.567594051361084
3524,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,4.612673759460449
3525,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,3.704800128936768
3525,422205820,Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml,4.5,3.984541893005371
3525,422205819,Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml,4.5,3.983159065246582
3525,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,3.684531450271606
3525,422207736,"Mặt Nạ Milaganics Tràm Trà Ngừa Mụn, Se Lỗ Chân Lông 60g",4.8,3.666567087173462
3526,422205820,Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml,4.5,4.991263866424561
3526,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,4.612673759460449
3526,422207736,"Mặt Nạ Milaganics Tràm Trà Ngừa Mụn, Se Lỗ Chân Lông 60g",4.8,4.554252147674561
3526,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,4.567594051361084
3526,422205819,Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml,4.5,4.966737747192383
3527,422205820,Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml,4.5,4.98810863494873
3527,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,4.255241394042969
3527,422207736,"Mặt Nạ Milaganics Tràm Trà Ngừa Mụn, Se Lỗ Chân Lông 60g",4.8,4.298096656799316
3527,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,4.357858657836914
3527,422205819,Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml,4.5,4.938228607177734
3529,422207736,"Mặt Nạ Milaganics Tràm Trà Ngừa Mụn, Se Lỗ Chân Lông 60g",4.8,4.554252147674561
3529,422205819,Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml,4.5,4.966737747192383
3529,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,4.612673759460449
3529,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,4.567594051361084
3529,422205820,Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml,4.5,4.991263866424561
3530,422205820,Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml,4.5,4.980679035186768
3530,422205819,Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml,4.5,4.978946208953857
3530,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,4.631002902984619
